mz,rt,group,CMP,intensity,annotation,H1,H2,H3a_rep1,H3a_rep2,H3a_rep3,H3b,H4_1,H4_2,H4_3,H5_rep1,H5_rep2,N_rep1,N_rep2,N_rep3,O1a,O1b,O2,O3_rep1,O3_rep2,O3_rep3,O4,P1a,P1b,P2a,P2b_rep1,P2b_rep2,P2b_rep3,P2c,P3,P4a,P4b,P5,P6,QC_rep1,QC_rep2,QC_rep3,QC_rep4,V1a,V1b,V2,V3,V5,neutral_mass,cmp_ppm,size,intensity_rel,isogroup,isonr,charge,adduct_ion,ppm
79.95836639,643,M80_R643_1,CMP1258,4376,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.5431,30,3,42.62541041,NA,NA,NA,NA,NA
82.95378113,47,M83_R47_2,NA,0,none,0,0,0,13101,14456,0,0,0,0,0,0,0,17444,8351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
89.02475739,47,M89_R47_3,NA,0,none,0,23186,9100,9464,11146,15566,0,0,0,10384,0,0,0,0,11039,14451,0,7335,8399,8650,0,15793,13024,18762,16508,14660,15968,13346,29772,18383,0,17645,18516,5920,10742,12047,11707,0,0,0,0,13422,NA,NA,NA,NA,NA,NA,NA,NA,NA
92.05038834,521,M92_R521_4,CMP631,32207,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30594,83814,0,12349,13266,14241,0,24919,0,0,0,0,0,0,6661,32444,7219,28718,8392,0,11386,12026,13095,0,0,0,0,6756,212.0934,3.62,5,21.72837837,NA,NA,NA,NA,NA
93.0447395,69,M93_R69_5,NA,0,none,61470,21629,12282,14713,15240,41794,28771,15773,26228,9228,23290,17980,32155,33999,24868,63856,28944,18805,19703,18704,18689,23541,21792,31609,17826,14455,18100,27359,43318,47080,39056,35299,32508,15092,9773,22436,21911,11146,9594,33632,15133,20479,NA,NA,NA,NA,NA,NA,NA,NA,NA
94.0295528,97,M94_R97_6,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12121,11906,12748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
95.02439117,69,M95_R69_7,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
95.95146726,402,M96_R402_8,CMP167,5289,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6936,7019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.096,26.95,9,0.477582158,NA,NA,NA,NA,NA
96.96054077,752,M97_R752_9,CMP257,22594,none,16392,26360,17064,17405,17891,25527,20403,16923,19362,16163,12077,20185,25632,23168,20821,25230,13183,16512,18486,9073,17079,8114,9464,10297,10431,11697,10774,24728,17162,15647,12866,13426,10289,13048,16679,17626,19312,19011,13784,23727,13440,20194,295.19,NA,8,2.676417369,NA,NA,NA,NA,NA
96.96050521,652,M97_R652_10,CMP159,71362,none,44612,45116,46405,39139,20934,66919,50780,40979,40091,51226,35318,40093,55399,49278,68372,94298,45125,40765,26276,44873,40448,63166,51886,51839,43436,48389,47819,65298,57985,62686,43329,66345,60107,50674,55197,56727,51267,44701,35778,60470,0,47824,266.2886,NA,9,27.27996424,NA,NA,NA,NA,NA
96.96051788,44,M97_R44_11,CMP1644,38533,none,16894,10241,7995,10483,12459,9190,14905,14920,34274,15662,20264,10558,20806,0,10945,19506,8348,7486,0,10645,8042,0,0,8850,57106,42768,0,10211,0,59537,0,12479,14671,24139,37604,51465,47819,10217,9240,6002,10976,34611,97.9678,7.19,2,100,NA,NA,NA,[M-H]-,NA
96.96056366,406,M97_R406_12,NA,0,none,0,0,7923,9294,8866,0,0,0,0,0,0,0,0,0,0,15654,0,44397,49695,46230,0,0,0,0,0,0,0,0,0,0,0,0,12847,0,0,0,0,14440,0,15351,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.94862366,51,M99_R51_13,CMP1645,86412,none,0,0,15430,11678,14327,0,81039,103651,81124,9784,21660,21738,28230,42094,12438,14261,0,0,0,0,0,10932,0,0,0,0,0,0,0,14521,0,19028,157009,16789,19798,22174,18108,0,0,0,12795,0,99.9559,NA,2,100,NA,NA,NA,[M-H]-,NA
98.94862366,1208,M99_R1208_14,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.9261398,1141,M101_R1141_17,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6519,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.9462204,51,M101_R51_18,NA,0,none,0,0,0,0,0,0,0,34558,27250,0,0,0,9714,13404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53553,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.9749768,459,M103_R459_24,NA,0,none,0,0,0,0,0,0,20093,12623,10179,12040,0,0,0,0,11625,20011,0,14938,0,17566,10201,13497,11652,0,0,0,0,8220,0,12718,9640,15748,0,10159,13922,0,0,12432,0,9055,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.0215302,1217,M103_R1217_28,NA,0,none,0,0,0,0,0,8863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.0567589,1198,M103_R1198_29,NA,0,none,7614,9544,0,7548,7973,17469,0,0,0,7524,0,0,0,0,0,0,0,10121,8469,8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10123,0,0,8868,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.0584183,1192,M103_R1192_30,NA,0,none,0,7668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.0372963,127,M107_R127_31,CMP1147,18797,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.0662,42.81,3,37.00372888,NA,NA,NA,[M-H-C2H4O]-,42.81108435
108.0223045,324,M108_R324_32,NA,0,none,0,0,23924,24380,26978,5518,0,0,0,0,0,0,0,0,0,14508,0,0,0,0,0,5554,0,0,0,0,0,0,0,0,0,0,13463,0,0,0,0,0,0,0,9770,14350,NA,NA,NA,NA,NA,NA,NA,NA,NA
108.0459448,193,M108_R193_33,CMP2085,5687,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0532,NA,2,100,NA,NA,NA,[M-H]-,NA
108.0459727,481,M108_R481_34,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
109.0291426,183,M109_R183_35,CMP2084,7468,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9303,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0996,NA,2,80.88867257,NA,NA,NA,NA,NA
109.0400238,73,M109_R73_36,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,7649,11327,0,0,0,0,0,0,0,0,0,0,19506,16635,19684,0,0,0,0,0,0,0,0,0,0,0,0,0,9845,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.9763718,48,M111_R48_37,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7291,0,0,0,0,12396,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.0203552,195,M111_R195_38,CMP2085,4452,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0532,NA,2,78.28277619,NA,NA,NA,NA,NA
111.9474487,652,M112_R652_39,CMP159,15768,none,10745,12939,10149,9330,10037,13690,9792,9955,9093,11667,9053,9184,12760,12611,12892,9654,10891,10791,9340,11273,10296,14150,11553,12255,12082,11572,10458,11008,12821,14260,9567,15829,12833,10134,12038,12337,12016,10991,10593,12027,7443,9376,266.2886,NA,9,6.027856702,NA,NA,NA,NA,NA
111.9478455,401,M112_R401_40,CMP167,10873,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9129,0,14507,13978,14722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.096,26.95,9,0.981766709,NA,NA,NA,NA,NA
112.9852333,49,M113_R49_41,CMP797,8376,none,0,0,0,0,0,0,0,0,0,0,0,0,8630,9331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950,6719,0,0,0,0,0,0,0,0,0,389.9746,2.69,4,48.56756643,NA,NA,NA,NA,NA
114.9347318,1173,M115_R1173_42,NA,0,none,0,0,0,0,0,0,0,6462,7668,0,9873,13723,0,10898,11955,7787,6963,9879,5954,0,0,0,8889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9776,0,11398,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.04039,51,M115_R51_44,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060,7627,7553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
116.9281116,1331,M117_R1331_46,NA,0,none,0,0,0,0,0,0,0,20334,26053,0,0,21456,37795,0,16421,0,0,0,0,0,14791,0,0,0,0,0,0,0,0,19237,21265,0,0,0,22696,19601,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.0192636,48,M117_R48_51,CMP1141,14658,none,0,0,8726,13822,15424,0,0,0,0,0,0,0,0,0,0,0,10142,10301,11756,15745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11947,0,0,28569,8052,201.0627,NA,3,44.16145743,NA,NA,NA,NA,NA
117.0347787,641,M117_R641_52,NA,0,none,0,0,0,0,0,0,0,9897,20638,0,0,0,0,0,0,0,0,12789,11818,12896,0,0,0,0,0,0,0,0,72454,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.0458679,186,M117_R186_54,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.928906,1176,M118_R1176_55,NA,0,none,0,25403,25262,0,7856,0,8827,8719,25109,9357,22251,30926,32282,16905,23294,16682,12724,10584,11453,13753,28587,11018,0,0,0,0,0,13601,14273,0,0,6811,8381,0,0,0,0,21201,0,22924,8337,11343,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.0404663,69,M118_R69_56,NA,0,none,0,0,0,10945,12053,8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.040122,218,M118_R218_57,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23341,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.9242566,329,M119_R329_64,NA,0,none,7999,7564,5499,7277,8070,8079,0,6996,6641,6754,6364,0,6462,10668,0,7754,7595,7115,13470,9003,0,6129,7117,6463,7063,6655,8246,0,9291,9278,0,5597,0,0,6018,8728,8453,9180,0,0,5983,9204,NA,NA,NA,NA,NA,NA,NA,NA,NA
118.9735947,1328,M119_R1328_66,NA,0,none,0,7479,0,0,0,0,0,9499,13421,0,6869,10769,0,6917,13876,0,0,0,0,0,0,0,9973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.0119705,1328,M119_R1328_68,CMP792,23959,none,0,13096,0,0,0,0,0,15482,19536,0,14656,16743,15992,12494,21110,8295,10604,0,0,0,8613,0,15938,0,0,14869,11884,12101,10229,0,0,9802,10547,0,0,0,0,12171,0,10312,0,0,179.9179,13.08,4,8.625828139,NA,NA,NA,NA,NA
119.0500467,143,M119_R143_69,NA,0,none,0,0,0,0,0,0,90994,177064,102892,0,0,0,0,0,0,0,8671,0,0,0,0,0,0,0,0,0,0,0,0,0,44345,0,0,10268,16049,23083,21780,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.0500259,568,M119_R568_70,NA,0,none,9246,0,0,0,0,0,7791,138218,19199,0,0,0,0,0,0,0,9234,0,0,0,0,0,0,0,0,0,0,0,0,0,8146,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.0499119,54,M119_R54_71,NA,0,none,0,0,0,0,0,0,133242,269986,172065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51886,0,0,0,13802,15920,16961,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
119.0966873,1328,M119_R1328_72,CMP1137,12699,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.6951,30,3,83.3721514,NA,NA,NA,NA,NA
120.0525284,53,M120_R53_75,NA,0,none,0,0,0,0,0,0,10103,21687,13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.0526139,143,M120_R143_76,NA,0,none,0,0,0,0,0,0,7518,13176,8320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
120.9226913,1118,M121_R1118_79,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5567,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
121.0288773,216,M121_R216_80,CMP1390,144894,none,199745,27010,92423,108249,112487,60621,73862,61854,23064,32006,12709,38251,87664,118850,59041,164011,496834,113715,139844,141134,93711,37079,0,61312,92706,73040,83819,41554,74464,40987,37543,39930,76522,49862,81337,90816,91255,42727,49431,39199,203382,105653,192.0791,8.84,3,100,1,0,1,[M-H-C4H6O]-,8.835497307
121.0788116,212,M121_R212_81,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
121.1171188,212,M121_R212_82,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.0244886,138,M122_R138_83,NA,0,none,0,0,0,6722,7771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.037056,402,M122_R402_84,CMP916,6757,none,0,0,8233,9304,9354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0811,86.56,4,79.24365077,NA,NA,NA,[M-H-CH3OH]-,86.55975681
122.0331712,215,M122_R215_85,NA,0,none,13808,0,6415,7096,7334,0,0,0,0,0,0,0,6156,8128,0,10948,35705,7778,9563,9589,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360,6253,0,0,0,13914,7412,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.9694138,811,M123_R811_89,CMP2220,88926,none,87551,49515,55844,60508,66644,103433,92997,81515,108004,69396,57632,26117,38495,33554,51876,72522,45459,61940,0,69116,57968,66534,47501,45445,49859,58706,59777,44420,51902,65883,57836,86695,82753,50221,60802,59103,56437,47348,65088,50854,66696,72620,338.2136,NA,2,4.760486426,NA,NA,NA,NA,NA
122.9692176,628,M123_R628_90,NA,0,none,90231,57027,71632,63296,64022,62787,77385,86674,109227,57423,45299,40504,44875,37338,51294,69348,70480,79938,0,81920,62060,57542,55896,55878,57724,55194,60304,54480,59812,63470,48023,73224,75104,52330,67782,65915,67257,79630,64816,67098,63072,108304,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.9691219,411,M123_R411_91,NA,0,none,97323,62797,62166,0,66180,60170,140327,58238,121544,0,40344,46493,74469,50644,48887,103540,85724,106273,108259,117697,67397,59617,63322,0,64241,62789,60346,45284,70790,66565,48462,67854,81055,43340,0,72575,75434,82270,64595,76904,78624,111468,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.9695349,1036,M123_R1036_93,NA,0,none,0,326616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
122.9692046,223,M123_R223_95,NA,0,none,56109,63901,54629,82364,90761,109960,0,0,0,58168,0,29746,41829,52811,37496,91998,62359,77661,77712,84785,41930,60496,32416,33898,79737,58532,75979,43606,55824,56889,0,56012,73719,25828,55349,62978,64002,53925,39299,52412,129639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.0195847,1143,M123_R1143_97,NA,0,none,0,9274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.0460215,492,M123_R492_98,CMP890,23665,none,0,0,0,0,0,0,8462,28044,10968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.1217,44.89,4,100,NA,NA,NA,[M-H-NH3-CO-COCH2-C4H6O]-,44.89492006
123.0582123,1143,M123_R1143_100,NA,0,none,7293,15608,8144,0,7414,0,0,0,0,0,0,0,0,0,9240,9798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334,12918,0,0,0,0,7970,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.9684677,1324,M124_R1324_104,NA,0,none,0,61942,127899,116214,97224,111976,0,0,0,103624,0,0,134149,93166,0,111178,94048,116814,123746,100684,57145,73520,0,106205,77582,103820,108802,57877,76466,111185,0,0,10484,0,109513,102194,115883,106393,90538,103214,80849,124600,NA,NA,NA,NA,NA,NA,NA,NA,NA
123.9687614,697,M124_R697_105,CMP1218,14847,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11413,0,0,6566,124.976,NA,3,100,NA,NA,NA,[M-H]-,NA
124.9659566,1142,M125_R1142_108,CMP1012,9635,none,0,14431,9435,7446,8756,6589,0,0,0,0,0,0,0,0,10277,10309,0,10381,7806,7553,0,0,0,0,0,0,0,7540,0,6792,0,0,0,0,7777,10783,11898,0,0,8045,0,8647,285.2751,NA,4,6.665460601,NA,NA,NA,NA,NA
124.9661624,705,M125_R705_110,NA,0,none,0,0,0,0,0,0,0,5883,7231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
124.9917297,51,M125_R51_111,CMP119,16800,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25543,322.1422,6.74,10,100,NA,NA,NA,NA,NA
125.0605087,51,M125_R51_112,CMP1639,7350,none,10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12357,9497,0,6326,5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,11770,186.0517,NA,2,85.63041767,NA,NA,NA,NA,NA
125.0967756,219,M125_R219_113,CMP2092,18019,none,10619,7166,14791,13482,16168,23495,10220,9451,0,7083,0,0,0,0,0,7581,8071,7888,7741,7181,6609,10349,0,12337,14167,10778,13453,6762,9414,8164,19838,11471,11896,0,8571,9966,10492,11569,8880,7294,21790,17940,119.0474,1000014.76,2,26.63114928,NA,NA,NA,NA,NA
125.9001694,1326,M126_R1326_114,NA,0,none,0,18729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78617,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.0106319,788,M126_R788_115,CMP722,14544,4-Chloroaniline,0,0,0,0,0,0,0,0,0,0,0,9223,13890,11080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.9802,8.98,5,49.56382412,NA,NA,NA,NA,NA
126.9051924,49,M127_R49_116,CMP1636,20822,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13226,11774,10809,15374,7915,9486,0,7546,34294,6767,0,0,0,0,0,0,0,0,7486,127.9125,NA,2,100,NA,NA,NA,[M-H]-,NA
126.9039841,536,M127_R536_117,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.9038467,433,M127_R433_118,CMP1952,7676,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.0849,NA,2,28.59935459,NA,NA,NA,NA,NA
127.0397491,51,M127_R51_119,CMP119,4178,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6353,322.1422,6.74,10,24.86952739,NA,NA,NA,NA,NA
127.0765356,53,M127_R53_120,NA,0,none,15969,0,7813,0,7177,11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090,0,8112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
127.1134033,327,M127_R327_121,NA,0,none,0,0,0,0,0,7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
128.03466,47,M128_R47_122,NA,0,none,26293,0,30755,37068,44166,56051,9892,13088,0,7005,0,0,0,0,0,25764,24725,22626,22929,24227,11415,0,0,15291,0,0,0,8983,15131,9716,0,0,11341,0,14032,16310,18533,13195,0,27898,22247,18645,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.0184631,48,M129_R48_123,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8668,8343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
129.0552368,53,M129_R53_124,NA,0,none,17202,0,0,0,0,0,0,0,0,0,0,0,0,0,6150,8407,0,8816,10452,9173,0,0,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
130.0873871,69,M130_R69_125,NA,0,none,72625,26533,0,0,0,37115,93766,84253,35406,56307,14070,0,0,0,22372,37163,11018,7650,0,7075,0,18547,11776,28584,18772,15079,19000,16514,52932,40634,7069,47016,27179,11123,19937,27578,26940,0,0,12000,0,14192,NA,NA,NA,NA,NA,NA,NA,NA,NA
131.0341949,50,M131_R50_126,NA,0,none,0,0,11600,14964,0,0,0,0,0,0,0,0,0,0,0,0,11469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
131.0708771,114,M131_R114_127,NA,0,none,0,0,0,7550,8075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5907,11284,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.028644,847,M133_R847_131,CMP200,21052,none,33720,0,23038,22814,25493,16469,39181,11051,0,11079,0,0,0,0,0,0,20208,23257,33086,28909,30981,0,0,0,0,0,0,6294,26298,0,5895,0,0,0,0,6332,13465,0,0,17715,17517,6603,182.0572,2.43,9,30.53468921,NA,NA,NA,NA,NA
133.0284002,583,M133_R583_132,NA,0,none,15519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.0065079,51,M134_R51_133,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,7349,9140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.0244598,482,M134_R482_135,CMP1286,34743,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68998,0,0,0,0,0,0,0,0,0,0,0,0,0,16685,0,10759,0,0,0,0,0,0,0,0,0,0,191.0845,73.62,3,100,NA,NA,NA,[M-H-C4H8]-,73.62335008
134.0251923,731,M134_R731_136,CMP1518,9562,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.2778,NA,3,97.86367834,NA,NA,NA,NA,NA
134.0247955,133,M134_R133_137,NA,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
134.0463638,70,M134_R70_138,NA,0,none,0,0,0,7338,6540,0,8508,8592,0,0,0,0,7132,10611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
