mz,intensity,rt,group
459.4334,144562,531,M459_R531_6193
460.0728,740467,577,M460_R577_6198
460.091,44956,1035,M460_R1035_6199
460.1673,97254,50,M460_R50_6200
460.2281,52201,512,M460_R512_6202
460.264,2527561,529,M460_R529_6203
460.3086,57368,872,M460_R872_6205
460.3152,65738,595,M460_R595_6206
460.3293,54844,994,M460_R994_6210
460.3444,40491,1084,M460_R1084_6212
460.3717,48382,1020,M460_R1020_6213
460.9338,26447,657,M461_R657_6216
461.0152,13130,1062,M461_R1062_6218
461.054,67785,767,M461_R767_6219
461.0682,212466,577,M461_R577_6220
461.0853,127747,1035,M461_R1035_6221
461.1102,117970,486,M461_R486_6223
461.1461,15417,453,M461_R453_6225
461.2395,199665,393,M461_R393_6228
461.2657,328981,532,M461_R532_6230
461.2758,142750,590,M461_R590_6231
461.2916,97399,739,M461_R739_6232
461.2918,167241,888,M461_R888_6233
461.2916,21284,463,M461_R463_6234
461.2906,14515,587,M461_R587_6236
461.3125,31973,844,M461_R844_6237
461.3283,155865,998,M461_R998_6238
461.3287,217899,1117,M461_R1117_6239
461.3459,43579,891,M461_R891_6240
461.3643,2157607,1076,M461_R1076_6242
461.3599,417919,898,M461_R898_6243
462.108,143525,806,M462_R806_6249
462.1403,18920,680,M462_R680_6251
462.2442,12738,393,M462_R393_6252
462.3227,20193,825,M462_R825_6255
462.3435,144132,1015,M462_R1015_6256
462.3632,30976,902,M462_R902_6258
462.3635,14562,824,M462_R824_6259
462.3679,448461,1080,M462_R1080_6260
462.8369,19240,753,M463_R753_6262
462.9638,71966,619,M463_R619_6263
463.0125,162292,1063,M463_R1063_6264
463.0762,44540,692,M463_R692_6266
463.0889,217880,370,M463_R370_6267
463.1255,13288,477,M463_R477_6269
463.1356,119733,680,M463_R680_6270
463.1776,297412,565,M463_R565_6271
463.2336,216780,530,M463_R530_6272
463.2711,55192,649,M463_R649_6273
463.2708,41408,788,M463_R788_6275
463.2939,16154,885,M463_R885_6276
463.2921,44173,624,M463_R624_6279
463.31,109434,822,M463_R822_6280
463.3114,1273325,1050,M463_R1050_6281
463.3283,349428,529,M463_R529_6282
463.3265,167100,757,M463_R757_6283
463.3437,282043,944,M463_R944_6284
463.3762,41786,1097,M463_R1097_6285
464.0918,22158,364,M464_R364_6288
464.0927,79579,556,M464_R556_6289
464.1409,26858,680,M464_R680_6290
464.1822,67816,576,M464_R576_6291
464.2377,28270,522,M464_R522_6292
464.3144,230712,1051,M464_R1051_6297
464.3234,1021898,832,M464_R832_6298
464.8358,20068,753,M465_R753_6302
465.0083,117316,1062,M465_R1062_6304
465.0967,223065,752,M465_R752_6305
465.1695,17130,565,M465_R565_6310
465.1892,14187,575,M465_R575_6311
465.2086,188641,837,M465_R837_6312
465.2147,25304,620,M465_R620_6313
465.2538,14474,752,M465_R752_6315
465.2646,34244,866,M465_R866_6317
465.2853,11839,589,M465_R589_6319
465.2876,57656,717,M465_R717_6320
465.306,37134643,982,M465_R982_6322
465.3071,188129,528,M465_R528_6323
465.3234,738883,903,M465_R903_6325
465.3512,30890,1183,M465_R1183_6326
465.3589,491408,998,M465_R998_6327
465.3951,50456,1084,M465_R1084_6329
465.4793,1409960,1011,M465_R1011_6330
465.6399,350414,1010,M466_R1010_6331
465.7997,91783,1003,M466_R1003_6332
465.8215,374151,776,M466_R776_6333
466.1028,193898,752,M466_R752_6334
466.1699,10892,589,M466_R589_6335
466.3085,15218133,1011,M466_R1011_6336
466.3116,95411,862,M466_R862_6337
466.3259,47189,915,M466_R915_6338
466.3453,42962,1053,M466_R1053_6339
466.3621,29223,1002,M466_R1002_6341
466.4265,55305,1175,M466_R1175_6343
466.4833,172868,1010,M466_R1010_6344
466.6439,67232,1003,M467_R1003_6345
467.0988,11628306,523,M467_R523_6352
467.1722,113763,754,M467_R754_6354
467.1724,21509,564,M467_R564_6355
467.2092,99988,628,M467_R628_6357
467.2334,43707,599,M467_R599_6358
467.2721,204465,550,M467_R550_6359
467.2862,555961,403,M467_R403_6360
467.2915,29157,1085,M467_R1085_6361
467.2954,11195,1172,M467_R1172_6362
467.307,4296867,1013,M467_R1013_6365
467.318,232604,809,M467_R809_6366
467.3252,210807,423,M467_R423_6367
467.3217,131263,1029,M467_R1029_6369
467.3191,347937,1104,M467_R1104_6370
467.3383,392331,868,M467_R868_6371
467.374,47752,830,M467_R830_6373
467.3752,367453,1114,M467_R1114_6374
467.3757,386166,1009,M467_R1009_6375
467.3855,252215,915,M467_R915_6376
467.4109,2261884,1127,M467_R1127_6378
467.4108,100518,918,M467_R918_6379
467.4248,12885,952,M467_R952_6380
467.4211,22426,1175,M467_R1175_6381
467.4364,43753,558,M467_R558_6382
467.4288,17299,1058,M467_R1058_6383
467.4473,1585369,1006,M467_R1006_6384
467.5849,14377,1127,M468_R1127_6385
467.623,28137,1007,M468_R1007_6387
467.8183,912102,776,M468_R776_6388
468.1023,2845144,524,M468_R524_6389
468.1464,4993869,677,M468_R677_6390
468.146,1948475,554,M468_R554_6391
468.2904,45930,411,M468_R411_6396
468.3073,380842,1010,M468_R1010_6397
468.3197,252144,681,M468_R681_6398
468.3222,40990,1103,M468_R1103_6402
468.3417,22193,866,M468_R866_6404
468.3452,169321,1065,M468_R1065_6406
468.3715,162726,1022,M468_R1022_6407
468.3781,35787,997,M468_R997_6411
468.4139,658968,1123,M468_R1123_6412
468.4511,426514,1007,M468_R1007_6413
468.4836,87021,683,M468_R683_6414
468.8214,57970,776,M469_R776_6416
468.9708,128475,678,M469_R678_6420
469.1051,292744,523,M469_R523_6421
469.1367,51663,329,M469_R329_6422
469.1493,2656367,676,M469_R676_6423
469.1493,466496,578,M469_R578_6424
469.1876,63914975,621,M469_R621_6427
469.2275,34651,1136,M469_R1136_6429
469.2447,150732,548,M469_R548_6430
469.2487,59424,583,M469_R583_6431
469.2852,76438243,861,M469_R861_6432
469.3131,32995,1010,M469_R1010_6434
469.3165,10205,694,M469_R694_6435
469.3326,761884,767,M469_R767_6436
469.3535,1894231,988,M469_R988_6437
469.3632,3057300,621,M469_R621_6438
469.3679,24954,1008,M469_R1008_6439
469.3899,289594,1098,M469_R1098_6441
469.3885,151883,854,M469_R854_6442
469.4179,37970,1127,M469_R1127_6443
469.4541,41177,1035,M469_R1035_6444
469.4602,2478045,859,M469_R859_6445
469.5245,1049230,620,M470_R620_6447
469.6222,822278,861,M470_R861_6448
469.6843,336735,623,M470_R623_6449
469.7808,72945,860,M470_R860_6450
469.8148,716235,775,M470_R775_6451
470.1112,636364,960,M470_R960_6453
470.1516,405505,683,M470_R683_6456
470.1524,52207,567,M470_R567_6457
470.1904,29329022,620,M470_R620_6458
470.249,14001,547,M470_R547_6460
470.2881,24467879,861,M470_R861_6461
470.336,124130,763,M470_R763_6462
470.3455,23337,1068,M470_R1068_6463
470.3589,421492,960,M470_R960_6464
470.3647,538632,621,M470_R621_6465
470.3856,255429,1041,M470_R1041_6466
470.393,27759,854,M470_R854_6467
470.3934,28718,1097,M470_R1097_6468
470.4618,158377,860,M470_R860_6469
470.5286,275587,625,M471_R625_6470
470.6259,35607,860,M471_R860_6471
470.6916,23919,610,M471_R610_6472
470.8178,44789,775,M471_R775_6473
470.9165,24588,1043,M471_R1043_6474
471.1155,114461,973,M471_R973_6478
471.1302,939828,592,M471_R592_6479
471.1392,3659248,556,M471_R556_6481
471.1672,67222,549,M471_R549_6482
471.1937,4882398,620,M471_R620_6483
471.2033,4817018,604,M471_R604_6484
471.2402,103264,675,M471_R675_6486
471.2601,85480,539,M471_R539_6487
471.2656,2115590,727,M471_R727_6489
471.2857,6363648,845,M471_R845_6490
471.2959,85354,619,M471_R619_6491
471.3062,354756,681,M471_R681_6492
471.2989,37851,853,M471_R853_6493
471.3338,10036524,985,M471_R985_6494
471.3354,4739469,302,M471_R302_6495
471.3326,282984,742,M471_R742_6496
471.3482,2396992,776,M471_R776_6497
471.3461,513877,966,M471_R966_6498
471.35,181237,1075,M471_R1075_6499
471.3698,341118,1121,M471_R1121_6500
471.3802,235940,587,M471_R587_6501
471.4606,83705,555,M471_R555_6503
471.508,118797,1012,M472_R1012_6504
471.5104,56580,283,M472_R283_6505
471.532,87052,587,M472_R587_6506
471.5397,58104,588,M472_R588_6507
471.629,36269,556,M472_R556_6508
471.7005,40261,587,M472_R587_6509
471.8124,252737,776,M472_R776_6510
472.0326,17674,604,M472_R604_6512
472.116,10791,973,M472_R973_6513
472.134,228083,582,M472_R582_6514
472.197,350743,620,M472_R620_6516
472.2027,10141,871,M472_R871_6517
472.2077,21499,614,M472_R614_6518
472.2444,16912,675,M472_R675_6519
472.2559,81716,472,M472_R472_6520
472.2681,291213,737,M472_R737_6522
472.2873,816242,859,M472_R859_6523
472.3098,42174,556,M472_R556_6526
472.3367,78294,749,M472_R749_6527
472.3374,2279583,983,M472_R983_6528
472.339,1049500,289,M472_R289_6529
472.3521,740739,784,M472_R784_6530
472.3528,102704,956,M472_R956_6531
472.3731,47671,1122,M472_R1122_6532
472.3811,53460,587,M472_R587_6533
472.5458,30295,587,M473_R587_6534
472.883,177643,753,M473_R753_6536
472.9124,43174,1029,M473_R1029_6537
473.1101,10861,389,M473_R389_6539
473.1361,11190,642,M473_R642_6540
473.1364,302182,555,M473_R555_6541
473.1982,79127,660,M473_R660_6543
473.2106,456490,589,M473_R589_6545
473.2243,31403,408,M473_R408_6546
473.2407,1375534,530,M473_R530_6547
473.2639,16256,738,M473_R738_6548
473.2757,1324236,590,M473_R590_6549
473.2836,6154149,835,M473_R835_6550
473.2897,10810,505,M473_R505_6552
473.3137,14672,736,M473_R736_6554
473.3087,23674,1074,M473_R1074_6555
473.3135,55356,948,M473_R948_6556
473.3265,897413,723,M473_R723_6557
473.3272,2241423,626,M473_R626_6558
473.328,35621,499,M473_R499_6559
473.3416,94296,286,M473_R286_6560
473.3483,988550,987,M473_R987_6561
473.3633,1715362,823,M473_R823_6563
473.3633,2380978,978,M473_R978_6564
473.3638,419066,694,M473_R694_6565
473.4005,348491,1033,M473_R1033_6567
473.4598,64141,838,M473_R838_6568
473.8102,22907,775,M474_R775_6569
474.1396,29612,555,M474_R555_6571
474.2012,18401,660,M474_R660_6572
474.2119,31444,587,M474_R587_6573
474.2429,171796,534,M474_R534_6574
474.2794,129584,578,M474_R578_6575
474.2871,1553725,836,M474_R836_6576
474.3312,543165,628,M474_R628_6579
474.3314,138801,724,M474_R724_6580
474.3568,144605,990,M474_R990_6583
474.3678,381572,825,M474_R825_6584
474.3671,92945,695,M474_R695_6585
474.3684,424685,979,M474_R979_6586
474.38,10240,1088,M474_R1088_6587
474.4041,34039,1001,M474_R1001_6588
474.8774,14391,754,M475_R754_6589
474.8799,598069,754,M475_R754_6590
474.9111,12502,1029,M475_R1029_6591
475.1827,111791,294,M475_R294_6595
475.177,2398167,548,M475_R548_6596
475.1982,835741,576,M475_R576_6598
475.2008,51109,390,M475_R390_6599
475.2263,36333,641,M475_R641_6600
475.2379,163174,719,M475_R719_6601
475.2424,29870,609,M475_R609_6602
475.2576,812210,429,M475_R429_6603
475.2622,339413,732,M475_R732_6604
475.2702,10906,518,M475_R518_6606
475.2917,44601,884,M475_R884_6607
475.2922,60072,707,M475_R707_6608
475.3069,814717,613,M475_R613_6609
475.3075,28661,811,M475_R811_6610
475.3291,3038160,1089,M475_R1089_6612
475.3284,104682,881,M475_R881_6613
475.3278,31057,655,M475_R655_6614
475.3429,487338,1056,M475_R1056_6615
475.3641,225207,943,M475_R943_6619
475.3658,11053,846,M475_R846_6620
475.3828,365860,1128,M475_R1128_6621
475.3792,63228,646,M475_R646_6622
475.3785,22266,874,M475_R874_6623
475.5037,28439,1091,M476_R1091_6624
476.1812,540849,555,M476_R555_6627
476.2006,148733,587,M476_R587_6628
476.2664,75603,732,M476_R732_6630
476.2592,114404,417,M476_R417_6631
476.3106,74160,612,M476_R612_6635
476.3322,610238,1088,M476_R1088_6637
476.3533,24469,1044,M476_R1044_6638
476.3782,34981,901,M476_R901_6640
476.3875,44042,1127,M476_R1127_6641
476.877,460138,753,M477_R753_6642
477.028,98917,1074,M477_R1074_6643
477.1409,53689,439,M477_R439_6645
477.1543,27200,707,M477_R707_6646
477.1833,69263,565,M477_R565_6647
477.1773,15283,321,M477_R321_6648
477.192,17400,565,M477_R565_6649
477.2091,11038,960,M477_R960_6650
477.2297,12071,628,M477_R628_6652
477.2532,13233,726,M477_R726_6653
477.256,12410,466,M477_R466_6654
477.2719,23813,303,M477_R303_6655
477.2821,10556,524,M477_R524_6656
477.2886,131495,891,M477_R891_6657
477.3074,37909,497,M477_R497_6659
477.3077,94520,688,M477_R688_6660
477.3266,2080031,1072,M477_R1072_6661
477.3224,22423,855,M477_R855_6662
477.3402,701739,1061,M477_R1061_6664
477.3432,41770,810,M477_R810_6665
477.3589,514987,1049,M477_R1049_6667
477.3595,67378,922,M477_R922_6668
478.2929,15182,832,M478_R832_6671
478.3102,10504,666,M478_R666_6672
478.3297,540767,1074,M478_R1074_6673
478.3393,11359,864,M478_R864_6675
478.3615,12304,1051,M478_R1051_6676
478.3909,62805,980,M478_R980_6677
478.8744,72705,754,M479_R754_6678
479.0248,47688,1074,M479_R1074_6680
479.0378,11813,478,M479_R478_6681
479.073,17380,773,M479_R773_6682
479.1747,70600,684,M479_R684_6683
479.2097,383033,562,M479_R562_6684
479.2294,10040,475,M479_R475_6686
479.2714,30632,937,M479_R937_6687
479.2869,11619,529,M479_R529_6688
479.2841,4636512,903,M479_R903_6689
479.3023,93841,674,M479_R674_6690
479.3262,28361,283,M479_R283_6694
479.3383,4365943,950,M479_R950_6696
479.3396,418618,1115,M479_R1115_6697
479.3562,544033,1074,M479_R1074_6699
479.3748,90418,1041,M479_R1041_6700
479.4115,45570,1143,M479_R1143_6702
479.4098,55436,1067,M479_R1067_6703
479.461,10050,903,M479_R903_6704
480.2129,73542,616,M480_R616_6707
480.2879,1028654,902,M480_R902_6708
480.3421,999154,994,M480_R994_6709
480.3422,11052,1121,M480_R1121_6710
480.3611,113088,1077,M480_R1077_6711
480.9404,26216,664,M481_R664_6716
480.9605,134294,1041,M481_R1041_6717
480.9828,71157,711,M481_R711_6718
481.1347,30399,389,M481_R389_6722
481.1576,74141,834,M481_R834_6723
481.2031,432653,851,M481_R851_6726
481.218,10429,616,M481_R616_6728
481.266,89584,384,M481_R384_6731
481.2821,10913,688,M481_R688_6734
481.2996,2452522,898,M481_R898_6735
481.3022,2941934,448,M481_R448_6736
481.3019,79049,552,M481_R552_6737
481.3003,85151,1182,M481_R1182_6738
481.3169,53004,731,M481_R731_6739
481.3242,34476,1015,M481_R1015_6740
481.3368,19254,1137,M481_R1137_6742
481.3323,54021,794,M481_R794_6743
481.3538,524144,1006,M481_R1006_6744
481.3659,27148,816,M481_R816_6745
481.3921,68225,1030,M481_R1030_6748
481.3884,22832,884,M481_R884_6749
481.3951,17593,1148,M481_R1148_6750
481.4097,48766,1049,M481_R1049_6751
481.4263,243992,1136,M481_R1136_6752
481.4255,59662,1030,M481_R1030_6753
481.4632,30951,1188,M481_R1188_6754
481.4773,12938,947,M481_R947_6755
482.0934,179186,687,M482_R687_6756
482.2061,113976,850,M482_R850_6757
482.3036,815353,900,M482_R900_6760
482.3058,485760,451,M482_R451_6761
482.3025,15628,1184,M482_R1184_6762
482.3581,88137,1030,M482_R1030_6766
482.3851,22161,860,M482_R860_6767
482.3861,21902,1049,M482_R1049_6768
482.4227,217494,1128,M482_R1128_6769
482.4303,62174,987,M482_R987_6770
482.5945,25908,699,M483_R699_6772
482.937,121005,671,M483_R671_6773
482.936,35846,843,M483_R843_6774
482.9575,482558,1027,M483_R1027_6775
482.9947,154125,594,M483_R594_6777
483.0334,27916,537,M483_R537_6778
483.098,15876,563,M483_R563_6780
483.1158,13442,1142,M483_R1142_6781
483.1461,386932,625,M483_R625_6782
483.1462,41314,899,M483_R899_6783
483.1485,99956,442,M483_R442_6784
483.1667,43288,584,M483_R584_6785
483.1671,121287,708,M483_R708_6786
483.1892,22400,420,M483_R420_6787
483.2033,463769,585,M483_R585_6788
483.2426,98013,1174,M483_R1174_6790
483.255,29650,641,M483_R641_6791
483.2643,145154,827,M483_R827_6792
483.2787,479308,860,M483_R860_6793
483.2824,44362,345,M483_R345_6794
483.2796,70292,1104,M483_R1104_6795
483.301,2400797,903,M483_R903_6797
483.3087,39966,457,M483_R457_6798
483.311,114917,1037,M483_R1037_6799
483.3124,14154,812,M483_R812_6800
483.3325,125273,807,M483_R807_6801
483.3316,135330,725,M483_R725_6802
483.3369,63908,995,M483_R995_6803
483.3662,36069,761,M483_R761_6804
483.3694,381322,1021,M483_R1021_6805
483.3688,25731,752,M483_R752_6806
483.3812,39907,671,M483_R671_6807
483.4065,199244,1143,M483_R1143_6809
483.4044,125677,911,M483_R911_6810
483.4136,25441,1121,M483_R1121_6811
483.9603,14299,1027,M484_R1027_6812
483.9903,56814,617,M484_R617_6813
484.1491,78535,633,M484_R633_6814
484.1723,16103,580,M484_R580_6816
484.2068,69609,601,M484_R601_6817
484.2812,11387,860,M484_R860_6819
484.3038,367794,890,M484_R890_6820
484.3141,12080,1038,M484_R1038_6821
484.3366,16688,727,M484_R727_6825
484.3661,13368,888,M484_R888_6827
484.3745,162929,1014,M484_R1014_6829
484.3924,32806,1065,M484_R1065_6831
484.4093,17495,1144,M484_R1144_6832
484.4006,79874,1067,M484_R1067_6833
484.4094,25905,911,M484_R911_6834
484.4371,15658,1117,M484_R1117_6835
484.954,474972,1027,M485_R1027_6837
485.1009,16947,592,M485_R592_6839
485.1459,481466,631,M485_R631_6840
485.1821,24811572,566,M485_R566_6842
485.1931,55144,663,M485_R663_6843
485.2222,311476,749,M485_R749_6844
485.2403,39850,507,M485_R507_6845
485.2548,141811,705,M485_R705_6846
485.2751,24445,1111,M485_R1111_6848
485.2797,77702885,785,M485_R785_6849
485.2968,161847,855,M485_R855_6850
485.3268,825006,739,M485_R739_6851
485.3351,48338,382,M485_R382_6852
485.3473,799123,1016,M485_R1016_6853
485.3477,1411856,773,M485_R773_6854
485.3494,10668522,1042,M485_R1042_6855
485.3596,605418,566,M485_R566_6856
485.3638,139925,852,M485_R852_6857
485.3772,24852,973,M485_R973_6858
485.3959,1007063,876,M485_R876_6861
485.4577,2686361,785,M485_R785_6862
485.5253,183575,574,M486_R574_6864
485.5266,584925,1053,M486_R1053_6865
485.623,954509,785,M486_R785_6866
485.6871,24964,561,M486_R561_6867
485.6932,193298,1054,M486_R1054_6868
485.783,96382,747,M486_R747_6869
485.9577,11929,1027,M486_R1027_6870
486.1066,54038,955,M486_R955_6871
486.1494,57246,637,M486_R637_6872
486.1857,7108134,569,M486_R569_6873
486.2595,33178,705,M486_R705_6876
486.2826,26220033,785,M486_R785_6877
486.3162,23120,754,M486_R754_6878
486.3165,104635,901,M486_R901_6879
486.3308,84053,710,M486_R710_6880
486.3523,3254238,1043,M486_R1043_6883
486.3519,340997,780,M486_R780_6884
486.3643,51223,560,M486_R560_6885
486.3996,191239,872,M486_R872_6886
486.4593,402867,785,M486_R785_6888
486.5287,47843,1053,M487_R1053_6889
486.5313,17493,561,M487_R561_6890
486.6267,51138,747,M487_R747_6891
486.9512,174707,1035,M487_R1035_6894
487.1262,32610,545,M487_R545_6897
487.1252,13221,631,M487_R631_6898
487.1517,51115,598,M487_R598_6899
487.1611,33415,857,M487_R857_6901
487.1768,99672,684,M487_R684_6902
487.1878,980399,576,M487_R576_6903
487.2197,56847,443,M487_R443_6905
487.2556,2297628,516,M487_R516_6907
487.2594,60443,607,M487_R607_6908
487.2809,7183075,785,M487_R785_6910
487.2915,1007880,609,M487_R609_6911
487.306,2655232,299,M487_R299_6912
487.3092,15683,803,M487_R803_6913
487.3046,10626,618,M487_R618_6914
487.3061,20103,524,M487_R524_6915
487.3313,86153,867,M487_R867_6917
487.3298,11779,1086,M487_R1086_6920
487.343,2013688,667,M487_R667_6921
487.3431,261794,797,M487_R797_6922
487.3557,968771,1052,M487_R1052_6923
487.3638,2401427,1022,M487_R1022_6924
487.3763,80139,756,M487_R756_6925
487.4342,15016,490,M487_R490_6928
487.4844,25722,301,M487_R301_6929
488.1216,14922,957,M488_R957_6933
488.1198,21704,644,M488_R644_6934
488.1611,12475,850,M488_R850_6936
488.1911,21819,582,M488_R582_6937
488.2237,230127,593,M488_R593_6939
488.2587,624549,557,M488_R557_6940
488.2829,874277,785,M488_R785_6941
488.2958,122777,602,M488_R602_6942
488.3093,427234,286,M488_R286_6943
488.3468,686573,668,M488_R668_6944
488.3399,14301,988,M488_R988_6945
488.3671,483916,1026,M488_R1026_6946
488.3788,18068,731,M488_R731_6947
488.8869,13060,1017,M489_R1017_6948
488.9483,13047,1026,M489_R1026_6950
489.1047,12516,468,M489_R468_6954
489.1932,1882202,670,M489_R670_6957
489.1988,147851,394,M489_R394_6958
489.2251,10793,592,M489_R592_6959
489.2347,24367,401,M489_R401_6960
489.2443,14691,851,M489_R851_6961
489.2625,113548,559,M489_R559_6965
489.275,640663,761,M489_R761_6966
489.286,252759,759,M489_R759_6968
489.3043,581537,286,M489_R286_6970
489.3224,49925,945,M489_R945_6972
489.3237,69085,653,M489_R653_6973
489.3243,50192,830,M489_R830_6974
489.3438,1485165,906,M489_R906_6976
489.345,66425,631,M489_R631_6977
489.3585,330048,826,M489_R826_6978
489.3642,24562,1023,M489_R1023_6979
489.3985,459975,1143,M489_R1143_6980
490.164,40980,610,M490_R610_6983
490.2061,375668,674,M490_R674_6984
490.2012,10245,404,M490_R404_6985
490.2817,182986,781,M490_R781_6989
490.2823,11281,882,M490_R882_6990
490.3065,78357,287,M490_R287_6991
490.3465,286826,888,M490_R888_6996
490.3587,10109,1053,M490_R1053_6997
490.3624,111452,843,M490_R843_6998
490.4027,57316,1143,M490_R1143_6999
490.8849,12184,1003,M491_R1003_7000
490.9098,41438,695,M491_R695_7001
491.0324,23933,846,M491_R846_7004
491.0447,14271,1101,M491_R1101_7005
491.12,154194,532,M491_R532_7006
