mz,rt,intensity,Formula
326.0353,1,831,C11H7F9O
326.0353,1,872,C11H7F9O
326.0353,1,933,C11H7F9O
326.0389,1,985,C10H9F7O4
326.0389,1,280,C10H9F7O4
326.1117,1,120,C12H17F7O2
326.9652,1,531,C9H5Cl2F6NO
327.0306,1,108,C10H6F9NO
327.9446,1,893,C7H4BrF7N2
327.9758,1,194,C7F12O
327.9758,1,492,C7F12O
327.9816,1,895,C6H5F9O3S
327.9911,1,439,C6H6F9O3P
327.9957,1,136,C7H3F11O2
327.9957,1,689,C7H3F11O2
327.9957,1,924,C7H3F11O2
328.0321,1,580,C8H7F11O
328.0368,1,590,C10H11F7O2S
328.0447,1,752,C12H7F7N2O
328.0559,1,784,C11H7F7N4
328.081,1,760,C13H11F7N2
328.991,1,704,C6H2F11NO2
329.0054,1,156,C9H7ClF7NO2
329.0262,1,344,C10H5F10N
329.0498,1,915,C9H10F7NO4
329.0651,1,811,C13H10F7NO
329.8938,1,324,C4BrF9O2
329.9036,1,483,C5H4Cl3F7Si
329.9408,1,142,C5F10O3S
329.975,1,980,C6HF11O3
329.975,1,682,C6HF11O3
330.0051,1,137,C8H3F9N2O2
330.0302,1,902,C10H7F9O2
330.0666,1,871,C11H11F9O
330.103,1,778,C12H15F9
330.103,1,642,C12H15F9
331.0055,1,945,C9H3F10NO
331.0192,1,322,C10H4F7N3O2
331.0807,1,938,C13H12F7NO
331.0807,1,254,C13H12F7NO
331.0807,1,896,C13H12F7NO
331.0857,1,289,C10H12F9N2
331.1018,1,257,C10H16F7NO3
331.9462,1,256,C6ClF11O
331.9565,1,893,C5H2F10O3S
331.9707,1,461,C6F12O2
331.9707,1,264,C6F12O2
331.9871,1,401,C7HF13
331.9871,1,650,C7HF13
331.9953,1,581,C8H7F7O4S
332.0071,1,594,C7H4F12O
332.0071,1,346,C7H4F12O
332.0071,1,471,C7H4F12O
332.0259,1,185,C10H6F10O
332.0459,1,910,C10H9F9O2
332.0459,1,970,C10H9F9O2
332.1187,1,563,C12H17F9
332.9809,1,267,C8H2F9O4
332.9823,1,487,C6F13N
333.0001,1,140,C7H7F7NO4P
333.0236,1,886,C11H6F7NO3
333.1139,1,118,C11H16F9N
333.8785,1,173,C4HCl3F8Si
333.9522,1,182,C5HF11O2S
334.0027,1,401,C7H3F13
334.0188,1,984,C10H5F7N2O3
334.024,1,154,C12H6F8O2
334.0251,1,639,C9H7F9O3
334.0404,1,248,C13H7F9
334.044,1,742,C12H9F7O3
334.044,1,571,C12H9F7O3
334.0979,1,145,C11H15F9O
335.0029,1,512,C10H4F7NO4
335.0029,1,238,C10H4F7NO4
335.0357,1,482,C12H6F9N
335.0357,1,1000,C12H6F9N
335.9167,1,919,C5Cl2F10O
335.9167,1,406,C5Cl2F10O
335.9808,1,336,C9F12
335.9808,1,374,C9F12
335.982,1,985,C6HF13O
335.9863,1,351,C8H11F7OSe
335.9981,1,204,C9H3F7N2O4
336.0121,1,460,C8H3F11N2
336.0197,1,245,C12H5F9O
336.0309,1,305,C11H5F9N2
336.052,1,184,C8H9F9N2O2
336.0561,1,276,C13H9F9
336.0596,1,866,C12H11F7O3
336.0709,1,772,C11H11F7N2O2
336.0709,1,276,C11H11F7N2O2
336.9772,1,892,C5F13NO
337.0104,1,461,C11H7ClF7NO
337.0713,1,326,C12H11F8NO
337.9541,1,801,C10H6BrF7
337.9776,1,572,C6F14
337.9776,1,782,C6F14
337.9776,1,697,C6F14
337.9776,1,446,C6F14
338.0353,1,930,C12H7F9O
338.0564,1,840,C9H11F9O3
338.1844,1,312,C15H25F7
338.9976,1,170,C7H6F9NO2S
339.0175,1,448,C7H9F8NO3S
339.0306,1,450,C11H6F9NO
339.0494,1,100,C14H8F7NO
339.067,1,193,C12H10F9N
339.9688,1,612,C7H9Cl2F7OSi
339.9913,1,433,C8H6ClF9O2
339.9957,1,424,C8H3F11O2
340.0097,1,610,C8H10ClF9Si
340.0121,1,289,C9H4F12
340.0146,1,839,C11H5F9O2
340.0146,1,709,C11H5F9O2
340.018,1,448,C8H9F9O2S
340.0321,1,261,C9H7F11O
340.0685,1,936,C10H11F11
341.0098,1,547,C10H4F9NO2
341.0098,1,676,C10H4F9NO2
341.0132,1,605,C7H8F9NO2S
341.0862,1,584,C11H14F7NO3
341.1226,1,800,C12H18F7NO2
341.9813,1,885,C11H7Cl2F7
341.9914,1,765,C8H2F12O
341.9972,1,542,C7H7F9O3S
342.0114,1,673,C8H5F11O2
342.0239,1,655,C12H5F7N2O2
342.0466,1,339,C12H8F10
342.0866,1,301,C12H14F8O2
342.9577,1,889,C7H4Cl2F9N
342.9855,1,381,C10F11N
342.9925,1,558,C6H6F9NO3S
343.9707,1,677,C7F12O2
343.9871,1,980,C8HF13
343.9871,1,989,C8HF13
343.9907,1,391,C7H3F11O3
343.9907,1,452,C7H3F11O3
343.9907,1,883,C7H3F11O3
344.0207,1,204,C9H5F9N2O2
344.027,1,518,C8H7F11O2
344.027,1,464,C8H7F11O2
344.9823,1,858,C7F13N
345.0461,1,247,C10H6F7N5O
345.0775,1,956,C11H12F9NO
345.8901,1,471,C4F9I
345.8901,1,700,C4F9I
345.8901,1,189,C4F9I
345.8901,1,317,C4F9I
345.9358,1,616,C5F10O4S
345.9477,1,588,C6H4ClF9O2S
345.9699,1,864,C6HF11O4
345.9822,1,715,C8H3F9N2OS
345.9863,1,694,C7H2F12O2
346.0027,1,757,C8H3F13
346.0027,1,946,C8H3F13
346.0027,1,152,C8H3F13
346.0153,1,626,C12H3F9N2
346.0251,1,598,C10H7F9O3
346.044,1,100,C13H9F7O3
346.0451,1,582,C10H10F8O4
346.0615,1,555,C11H11F9O2
346.0615,1,948,C11H11F9O2
346.1343,1,882,C13H19F9
347.079,1,653,C10H16F7NO2S
347.9411,1,942,C6ClF11O2
347.9656,1,795,C6F12O3
347.9808,1,315,C10F12
347.982,1,699,C7HF13O
347.982,1,116,C7HF13O
348.0184,1,883,C8H5F13
348.0184,1,774,C8H5F13
348.0408,1,482,C10H9F9O3
348.0628,1,115,C9H15F7O4Si
348.0628,1,906,C9H15F7O4Si
348.0772,1,675,C11H13F9O2
348.0884,1,565,C10H13F9N2O
348.096,1,453,C14H15F7O2
348.096,1,574,C14H15F7O2
348.1136,1,912,C12H17F9O
348.1136,1,100,C12H17F9O
348.1136,1,261,C12H17F9O
348.9772,1,122,C6F13NO
349.0136,1,583,C7H4F13N
349.0513,1,477,C13H8F9N
349.0513,1,430,C13H8F9N
349.0908,1,729,C10H16F9NSi
349.8817,1,545,C4Cl2F8O3S
349.9471,1,910,C5HF11O3S
349.9776,1,826,C7F14
349.9776,1,395,C7F14
349.9776,1,697,C7F14
349.9776,1,216,C7F14
349.9976,1,805,C7H3F13O
349.9976,1,534,C7H3F13O
349.9976,1,455,C7H3F13O
349.9976,1,217,C7H3F13O
350.0138,1,763,C10H5F7N2O4
350.0201,1,120,C9H7F9O4
350.0211,1,533,C12H9F7O2S
350.0277,1,298,C9H5F11N2
350.0365,1,102,C10H8F10O2
350.0389,1,833,C12H9F7O4
351.0261,1,200,C12H9ClF7NO
351.9116,1,490,C5Cl2F10O2
351.9195,1,345,C6H4F7IO
351.9195,1,722,C6H4F7IO
351.9427,1,876,C5F12O2S
351.9559,1,557,C7H8F7I
351.9559,1,815,C7H8F7I
351.9605,1,270,C5F12O4
351.9698,1,131,C11H8BrF7
351.9913,1,957,C9H6ClF9O2
351.9968,1,131,C12H5F9S
351.9968,1,881,C12H5F9S
351.9968,1,104,C12H5F9S
352.965,1,485,C10H7BrF7N
352.9858,1,384,C6HF10N3O3
353.159,1,382,C14H22F7NO
353.849,1,303,C5H3Br2F7
353.9152,1,547,C6H3F8I
353.9352,1,257,C6H6F7IO
353.9352,1,612,C6H6F7IO
353.9481,1,614,C6ClF13
353.9481,1,725,C6ClF13
353.9666,1,662,C8H8BrF9
353.9972,1,863,C8H7F9O3S
354.0114,1,602,C9H5F11O2
354.0114,1,285,C9H5F11O2
354.0114,1,132,C9H5F11O2
354.0114,1,504,C9H5F11O2
354.0161,1,248,C11H9F7O3S
354.0278,1,877,C10H6F12
354.0302,1,777,C12H7F9O2
354.0666,1,488,C13H11F9O
354.0842,1,967,C11H13F11
354.143,1,388,C14H21F7O2
356.0129,1,998,C8H9F9O3S
356.027,1,539,C9H7F11O2
356.027,1,936,C9H7F11O2
356.0459,1,408,C12H9F9O2
356.076,1,665,C14H11F7N2O
356.9394,1,508,C9H3Cl2F6NO3
356.9558,1,790,C10H4Cl2F7NO
356.9558,1,957,C10H4Cl2F7NO
356.9558,1,547,C10H4Cl2F7NO
356.9558,1,167,C10H4Cl2F7NO
356.9558,1,352,C10H4Cl2F7NO
356.9558,1,409,C10H4Cl2F7NO
357.0081,1,589,C7H8F9NO3S
357.0081,1,929,C7H8F9NO3S
357.0211,1,964,C11H5F10NO
357.0447,1,764,C10H10F7NO5
357.0775,1,706,C12H12F9NO
357.8239,1,825,C4Br2F8
357.8901,1,596,C5F9I
357.9557,1,110,C6H3F9O5S
357.9699,1,320,C7HF11O4
357.9863,1,319,C8H2F12O2
357.9863,1,925,C8H2F12O2
357.9964,1,688,C10HF11N2
358.0063,1,540,C8H5F11O3
358.0063,1,799,C8H5F11O3
358.0063,1,861,C8H5F11O3
358.0227,1,919,C9H6F12O
358.0364,1,541,C10H7F9N2O2
358.0415,1,347,C12H8F10O
358.1179,1,866,C13H18F8O2
358.1343,1,798,C14H19F9
359.0026,1,855,C10H6F9NOS
359.0215,1,134,C13H8F7NOS
359.9058,1,590,C5H2F9I
359.9142,1,708,C6H6Cl3F7OSi
359.955,1,444,C7H7Cl2F9Si
359.9689,1,137,C10H5F9S2
359.9963,1,943,C11H6ClF9O
360.0184,1,1000,C9H5F13
360.0772,1,968,C12H13F9O2
360.15,1,146,C14H21F9
360.9916,1,627,C10H5ClF9NO
361.0549,1,879,C13H10F7NO3
361.9062,1,887,C5ClF9O4S
361.9159,1,308,C6HCl2F9O3
361.9471,1,229,C6HF11O3S
361.9801,1,464,C10HF11O2
361.996,1,714,C11H5F7N2O2S
361.9976,1,537,C8H3F13O
361.9976,1,975,C8H3F13O
362.0089,1,552,C7H3F13N2
362.0176,1,365,C8H6F12O2
362.034,1,965,C9H7F13
362.0466,1,393,C13H7F9N2
362.0564,1,430,C11H11F9O3
362.0673,1,399,C11H10BF7N2O3
362.0673,1,501,C11H10BF7N2O3
362.0928,1,737,C12H15F9O2
362.1112,1,192,C12H19F9Si
362.9691,1,317,C7F13O2
362.9753,1,589,C9F11NO2
362.9787,1,983,C6H4F11NO2S
362.9929,1,565,C7H2F13NO
363.0293,1,966,C8H6F13N
363.0739,1,199,C10H16F7NO3S
363.8957,1,221,C5BrF11O
363.9427,1,179,C6F12O2S
363.9524,1,618,C7HClF12O
363.9627,1,601,C6H3F11O3S
363.9758,1,880,C10F12O
363.9769,1,711,C7HF13O2
363.9769,1,308,C7HF13O2
363.9769,1,938,C7HF13O2
363.9933,1,804,C8H2F14
363.9933,1,509,C8H2F14
363.9933,1,786,C8H2F14
364.0133,1,431,C8H5F13O
364.0133,1,628,C8H5F13O
364.0133,1,944,C8H5F13O
364.0146,1,719,C13H5F9O2
364.0294,1,308,C11H7F7N2O4
364.0368,1,358,C13H11F7O2S
364.0368,1,136,C13H11F7O2S
365.9726,1,693,C7F14O
365.9726,1,252,C7F14O
365.9726,1,874,C7F14O
365.9726,1,230,C7F14O
365.9726,1,497,C7F14O
365.9726,1,924,C7F14O
365.9914,1,392,C10H2F12O
365.9925,1,402,C7H3F13O2
365.9972,1,472,C9H7F9O3S
365.9972,1,624,C9H7F9O3S
365.9972,1,746,C9H7F9O3S
366.0089,1,348,C8H4F14
366.0089,1,730,C8H4F14
366.0089,1,307,C8H4F14
366.0114,1,581,C10H5F11O2
366.0161,1,920,C12H9F7O3S
366.0302,1,472,C13H7F9O2
366.9443,1,622,C10H5BrF7NO
366.9925,1,383,C8H6F9NO3S
367.0225,1,447,C10H8F7N3O2S
367.1746,1,845,C15H24F7NO
367.9508,1,258,C7H8F7IO
367.9882,1,421,C7H2F14O
367.9882,1,911,C7H2F14O
368.027,1,537,C10H7F11O2
368.027,1,161,C10H7F11O2
368.0306,1,110,C9H9F9O5
368.049,1,521,C9H13F9O3Si
368.2749,1,328,C22H40O2S
369.0223,1,319,C9H6F11NO2
369.0281,1,938,C8H11F8NO4S
369.9839,1,808,C7HF15
369.9921,1,324,C8H7F9O4S
370.0063,1,356,C9H5F11O3
370.0063,1,486,C9H5F11O3
370.0074,1,358,C12H7F9OS
370.0227,1,394,C10H6F12O
370.0451,1,432,C12H10F8O4
370.9791,1,504,C6F15N
371.0026,1,637,C11H6F9NOS
371.0238,1,931,C8H10F9NO3S
371.0604,1,194,C11H12F7NO5
371.0604,1,745,C11H12F7NO5
371.9246,1,483,C9H4F7I
371.9246,1,591,C9H4F7I
371.9898,1,620,C7H9F9O3SSi
372.0078,1,409,C8H9F9O4S
372.0184,1,538,C10H5F13
372.0184,1,184,C10H5F13
372.022,1,167,C9H7F11O3
372.022,1,441,C9H7F11O3
372.023,1,103,C12H9F9OS
372.052,1,658,C11H9F9N2O2
372.0709,1,683,C14H11F7N2O2
372.9772,1,191,C8F13NO
373.0774,1,381,C12H10F7N5O
373.8188,1,623,C4Br2F8O
373.9214,1,320,C6H4F9I
373.9402,1,480,C9H6F7I
373.9402,1,294,C9H6F7I
374.0023,1,679,C11H7F9O2S
374.0654,1,424,C17H9F7N2
375.9758,1,345,C11F12O
375.9816,1,435,C10H5F9O3S
376.0133,1,832,C9H5F13O
376.0133,1,831,C9H5F13O
376.0133,1,960,C9H5F13O
376.0133,1,792,C9H5F13O
376.0497,1,225,C10H9F13
376.0721,1,884,C12H13F9O3
377.0085,1,454,C8H4F13NO
377.0862,1,369,C14H14F7NO3
377.159,1,926,C16H22F7NO
377.8799,1,342,C4F9IO2
377.9715,1,804,C9H10F7I
377.9715,1,901,C9H10F7I
377.9726,1,615,C8F14O
377.9761,1,849,C7H2F12O4
377.9784,1,993,C7H5F11O3S
377.9925,1,791,C8H3F13O2
377.9925,1,976,C8H3F13O2
378.0038,1,102,C7H3F13N2O
378.0109,1,311,C8H7F13Si
378.0289,1,419,C9H7F13O
378.0289,1,832,C9H7F13O
378.0415,1,918,C13H7F9N2O
378.0415,1,182,C13H7F9N2O
378.0524,1,797,C14H13F7O2S
378.0524,1,646,C14H13F7O2S
378.0524,1,545,C14H13F7O2S
378.0678,1,122,C12H12F10O2
378.9867,1,107,C10HF12NO
378.9867,1,766,C10HF12NO
379.9004,1,932,C6H4Cl3F9Si
379.9377,1,268,C6F12O3S
379.9718,1,336,C7HF13O3
379.9718,1,428,C7HF13O3
379.9872,1,385,C9H12F7I
379.9872,1,958,C9H12F7I
379.9904,1,366,C8H5F13S
380.0129,1,177,C10H9F9O3S
380.027,1,267,C11H7F11O2
380.0317,1,193,C13H11F7O3S
380.0317,1,540,C13H11F7O3S
380.0854,1,508,C11H17F9O2Si
381.0198,1,744,C8H5F14N
381.1903,1,244,C16H26F7NO
381.943,1,356,C7ClF13O
381.9533,1,163,C6H2F12O3S
381.9675,1,158,C7F14O2
381.9794,1,790,C8H4ClF13
381.9839,1,133,C8HF15
381.9979,1,964,C10H12BrF9
382.0039,1,178,C8H4F14O
382.0039,1,169,C8H4F14O
382.011,1,958,C12H9F7O4S
382.0222,1,343,C11H9F7N2O3S
382.0427,1,662,C11H9F11O2
382.9791,1,459,C7F15N
383.0392,1,322,C15H8F7NO3
383.949,1,163,C6HF13O2S
383.9867,1,188,C12H5F9O2S
384.0156,1,724,C11H5F9N2O3
384.022,1,154,C10H7F11O3
384.0442,1,797,C10H13F9O3S
384.0537,1,130,C10H14F9O3P
384.0554,1,638,C9H13F9N2O2S
384.0554,1,400,C9H13F9N2O2S
384.0747,1,845,C12H12F12
384.0772,1,382,C14H13F9O2
385.003,1,947,C8H8F9NO4S
385.0183,1,600,C12H8F9NOS
385.0394,1,540,C9H12F9NO3S
385.0536,1,108,C10H10F11NO2
385.1025,1,649,C15H14F7N3O
385.9202,1,783,C6ClF13S
385.9776,1,752,C10F14
385.9776,1,939,C10F14
385.9776,1,698,C10F14
385.9788,1,986,C7HF15O
386.0176,1,815,C10H6F12O2
386.0277,1,781,C12H5F11N2
386.0365,1,698,C13H8F10O2
386.0365,1,709,C13H8F10O2
386.0376,1,330,C10H9F11O3
386.0376,1,671,C10H9F11O3
386.0376,1,729,C10H9F11O3
386.1656,1,642,C16H23F9
387.0187,1,152,C8H10F9NO4S
387.0187,1,411,C8H10F9NO4S
387.0293,1,828,C10H6F13N
387.0917,1,640,C12H16F7NO5
387.1041,1,607,C22H17N3O2S
387.8957,1,379,C7BrF11O
387.9371,1,150,C7H6F9I
387.9371,1,585,C7H6F9I
387.9745,1,287,C7F16
387.9745,1,405,C7F16
387.9745,1,799,C7F16
387.9745,1,492,C7F16
387.9745,1,408,C7F16
387.9847,1,534,C7H9F9O4SSi
387.9969,1,870,C9H4F12O3
388.0081,1,399,C8H4F12N2O2
388.0169,1,409,C9H7F11O4
388.1813,1,409,C16H25F9
388.9721,1,795,C8F13NO2
388.9721,1,431,C8F13NO2
388.9932,1,398,C11H5F10NOS
388.9932,1,661,C11H5F10NOS
388.9944,1,703,C8H6F11NO2S
389.0085,1,199,C9H4F13NO
389.0132,1,262,C11H8F9NO2S
389.0198,1,794,C8H4F13N3
389.031,1,109,C11H8F9NO4
389.9603,1,916,C12H6BrF7N2
389.9603,1,788,C12H6BrF7N2
389.975,1,839,C11HF11O3
389.9761,1,911,C8H2F12O4
389.9925,1,436,C9H3F13O2
389.9945,1,991,C8H6F12O2Si
389.9972,1,780,C11H7F9O3S
389.9972,1,142,C11H7F9O3S
390.0415,1,639,C14H7F9N2O
390.0653,1,867,C11H11F13
390.1097,1,321,C12H21F7O4Si
390.1605,1,891,C15H23F9O
390.9168,1,271,C10H3Cl3F7NO
391.0066,1,156,C11H4F11NO2
391.8605,1,650,C9H2BrCl2F7
391.912,1,568,C6H3F10I
391.9707,1,461,C11F12O2
391.9765,1,552,C10H5F9O4S
391.9918,1,747,C8H4F12O4
392.0082,1,533,C9H5F13O2
392.0082,1,230,C9H5F13O2
392.0082,1,832,C9H5F13O2
392.0266,1,244,C9H9F13Si
392.027,1,729,C12H7F11O2
392.0446,1,691,C10H9F13O
392.0607,1,901,C13H11F7N2O4
392.0681,1,965,C15H15F7O2S
392.0681,1,225,C15H15F7O2S
392.0681,1,247,C15H15F7O2S
392.0681,1,469,C15H15F7O2S
392.0681,1,774,C15H15F7O2S
392.0681,1,348,C15H15F7O2S
393.0081,1,439,C10H8F9NO3S
393.9697,1,569,C8H3F13OS
394.0028,1,633,C10H14F7I
394.0028,1,567,C10H14F7I
394.0238,1,349,C9H7F13O2
394.0238,1,860,C9H7F13O2
394.0285,1,205,C11H11F9O3S
394.0474,1,418,C14H13F7O3S
394.0474,1,190,C14H13F7O3S
394.0474,1,756,C14H13F7O3S
394.9791,1,473,C8F15N
395.0238,1,704,C10H10F9NO3S
395.8869,1,574,C5F11I
395.8869,1,634,C5F11I
395.8869,1,114,C5F11I
395.9445,1,651,C7H4ClF11O2S
395.9457,1,139,C8H8F7IO2
395.9641,1,336,C8H12F7ISi
395.9667,1,933,C7HF13O4
395.9667,1,521,C7HF13O4
395.969,1,695,C7H4F12O3S
395.969,1,450,C7H4F12O3S
395.9831,1,582,C8H2F14O2
395.9831,1,868,C8H2F14O2
395.9995,1,363,C9H3F15
396.0184,1,109,C12H5F13
396.0266,1,323,C13H11F7O4S
396.0266,1,268,C13H11F7O4S
396.0441,1,756,C17H14F6S2
396.0556,1,290,C12H11F7N2O5
396.0583,1,679,C12H11F11O2
397.0536,1,458,C11H10F11NO2
397.8752,1,973,C7H7Br2F7O
397.8976,1,569,C6BrF13
397.8976,1,852,C6BrF13
397.9624,1,827,C7F14O3
397.9776,1,390,C11F14
397.9788,1,928,C8HF15O
397.9788,1,957,C8HF15O
397.9824,1,111,C7H3F13O4
398.0376,1,849,C11H9F11O3
398.9361,1,718,C6F13O3S
398.9599,1,815,C6H2F13NO2S
398.974,1,255,C7F15NO
399.0104,1,171,C8H4F15N
399.0293,1,499,C11H6F13N
399.0329,1,844,C10H8F11NO3
399.0789,1,295,C10H16F9N2O2S
399.9439,1,955,C6HF13O3S
399.9534,1,867,C6H2F13O3P
399.9745,1,328,C8F16
399.9745,1,246,C8F16
399.9745,1,978,C8F16
399.9745,1,803,C8F16
399.9745,1,330,C8F16
399.9745,1,403,C8F16
399.9745,1,750,C8F16
399.9944,1,322,C8H3F15O
399.9944,1,583,C8H3F15O
399.9944,1,637,C8H3F15O
400.018,1,987,C13H9F9O2S
400.0245,1,874,C10H5F13N2
400.0333,1,671,C11H8F12O2
400.0463,1,912,C16H12F7O2P
400.0503,1,431,C9H13F9N2O3S
400.0533,1,601,C11H11F11O3
400.0533,1,643,C11H11F11O3
400.9768,1,954,C11H4F9NO3S
400.9768,1,334,C11H4F9NO3S
400.9881,1,320,C10H4F9N3O2S
401.0274,1,572,C13H6F11NO
401.9302,1,325,C11H4BrF9O
401.9395,1,715,C6F14O2S
401.9527,1,405,C8H8F9I
401.9748,1,796,C10H3F13S
401.9748,1,129,C10H3F13S
401.9901,1,972,C8H2F16
401.9972,1,786,C12H7F9O3S
402.0145,1,665,C9H9F11O3Si
402.0289,1,918,C11H7F13O
402.0814,1,720,C15H13F7N2O3
402.9516,1,925,C10H5ClF7NO4S
403.0354,1,358,C9H6F13N3
403.8458,1,482,C6H3Br2F9
403.932,1,889,C7H6F9IO
403.9458,1,433,C11H6BrF9O
403.9458,1,162,C11H6BrF9O
403.9694,1,908,C7F16O
404.0082,1,188,C10H5F13O2
404.0082,1,579,C10H5F13O2
404.0082,1,289,C10H5F13O2
404.0129,1,344,C12H9F9O3S
404.0446,1,383,C11H9F13O
404.067,1,130,C13H13F9O4
404.081,1,604,C12H13F13
404.9411,1,429,C10H5BrF9NO
404.9637,1,610,C11H5ClF9NOS
404.9857,1,107,C9H4F13NS
406.0063,1,956,C12H5F11O3
406.0238,1,999,C10H7F13O2
406.0238,1,998,C10H7F13O2
406.0238,1,912,C10H7F13O2
406.0238,1,246,C10H7F13O2
406.0238,1,648,C10H7F13O2
406.0238,1,467,C10H7F13O2
406.0602,1,116,C11H11F13O
406.0602,1,181,C11H11F13O
406.0602,1,833,C11H11F13O
406.0837,1,928,C16H17F7O2S
406.0837,1,129,C16H17F7O2S
406.0837,1,811,C16H17F7O2S
406.0837,1,357,C16H17F7O2S
406.1028,1,733,C17H13F7N4
406.9827,1,416,C8H2F13NO3
407.0049,1,922,C8H8F11NO3S
407.0103,1,680,C8H3F14N3
407.0191,1,179,C9H6F13NO2
407.0191,1,668,C9H6F13NO2
407.1439,1,355,C12H22F9N3Si
407.8869,1,958,C6F11I
407.9667,1,939,C8HF13O4
407.9831,1,698,C9H2F14O2
407.9932,1,702,C11HF13N2
407.9979,1,211,C13H5F9N2OS
408.0185,1,212,C11H16F7I
408.0395,1,295,C10H9F13O2
408.0395,1,730,C10H9F13O2
408.0395,1,553,C10H9F13O2
408.063,1,501,C15H15F7O3S
408.063,1,226,C15H15F7O3S
408.063,1,495,C15H15F7O3S
408.063,1,639,C15H15F7O3S
408.063,1,314,C15H15F7O3S
408.063,1,253,C15H15F7O3S
409.0394,1,831,C11H12F9NO3S
409.0394,1,923,C11H12F9NO3S
409.0758,1,643,C12H16F9NO2S
409.9026,1,591,C6H2F11I
409.9176,1,959,C7H3BrF12O
409.9601,1,448,C8H6ClF11O2S
409.9624,1,895,C8F14O3
409.9624,1,636,C8F14O3
410.0024,1,758,C8H6F12O5
410.01,1,282,C8H4F14N2O
410.0152,1,764,C10H5F15
410.034,1,864,C13H7F13
410.0423,1,389,C14H13F7O4S
410.0423,1,360,C14H13F7O4S
410.0423,1,346,C14H13F7O4S
410.074,1,364,C13H13F11O2
410.096,1,798,C12H19F9O3Si
410.2056,1,533,C18H29F7O2
410.9787,1,675,C10H4F11NO2S
411.0187,1,534,C10H10F9NO4S
411.0293,1,377,C12H6F13N
411.0293,1,540,C12H6F13N
411.0293,1,112,C12H6F13N
411.8818,1,506,C5F11IO
411.8818,1,654,C5F11IO
411.9294,1,317,C10H4BrF7N2O3
411.9439,1,642,C7HF13O3S
411.9616,1,933,C7HF13O5
411.9734,1,187,C7H5F12O4P
411.9944,1,637,C9H3F15O
412.0057,1,856,C8H3F15N2
412.0133,1,993,C12H5F13O
412.0245,1,267,C11H5F13N2
412.0505,1,282,C12H11F7N2O6
412.0533,1,543,C12H11F11O3
412.0533,1,372,C12H11F11O3
412.9659,1,289,C8F15O2
412.9755,1,584,C7H4F13NO2S
412.9897,1,406,C8H2F15NO
413.0343,1,851,C10H12F9NO4S
413.9395,1,894,C7F14O2S
413.9595,1,139,C7H3F13O3S
413.9726,1,160,C11F14O
413.9737,1,710,C8HF15O2
413.9737,1,683,C8HF15O2
413.9737,1,149,C8HF15O2
413.9737,1,191,C8HF15O2
413.9737,1,688,C8HF15O2
413.9737,1,474,C8HF15O2
413.9737,1,236,C8HF15O2
413.9737,1,278,C8HF15O2
413.9737,1,249,C8HF15O2
413.9737,1,217,C8HF15O2
413.9737,1,269,C8HF15O2
413.9737,1,540,C8HF15O2
413.9737,1,548,C8HF15O2
413.9737,1,328,C8HF15O2
413.9737,1,573,C8HF15O2
413.9737,1,447,C8HF15O2
413.9737,1,808,C8HF15O2
413.9737,1,499,C8HF15O2
413.9737,1,413,C8HF15O2
413.9737,1,385,C8HF15O2
413.9737,1,892,C8HF15O2
413.9737,1,747,C8HF15O2
413.9737,1,695,C8HF15O2
413.9737,1,903,C8HF15O2
413.9737,1,270,C8HF15O2
413.9737,1,815,C8HF15O2
413.9737,1,214,C8HF15O2
413.9737,1,429,C8HF15O2
413.9737,1,456,C8HF15O2
413.9737,1,739,C8HF15O2
413.9737,1,389,C8HF15O2
413.9737,1,632,C8HF15O2
413.9737,1,615,C8HF15O2
413.9737,1,339,C8HF15O2
413.9737,1,686,C8HF15O2
413.9737,1,925,C8HF15O2
413.9737,1,813,C8HF15O2
413.9737,1,312,C8HF15O2
413.9737,1,577,C8HF15O2
413.9901,1,968,C9H2F16
413.9901,1,482,C9H2F16
413.9901,1,121,C9H2F16
414.0089,1,916,C12H4F14
414.0101,1,249,C9H5F15O
414.0101,1,839,C9H5F15O
414.0101,1,981,C9H5F15O
414.0338,1,580,C16H9F7O5
414.0689,1,516,C12H13F11O3
414.0689,1,206,C12H13F11O3
414.1969,1,954,C18H27F9
414.9304,1,969,C10H5F7INO
414.9771,1,254,C8HF15O2
415.05,1,225,C10H14F9NO4S
415.05,1,919,C10H14F9NO4S
415.9404,1,547,C8H3Cl2F13
415.9694,1,441,C8F16O
415.9694,1,505,C8F16O
415.9694,1,506,C8F16O
415.9694,1,497,C8F16O
415.9694,1,148,C8F16O
415.9694,1,875,C8F16O
415.9795,1,793,C13H10BrF5N2O3
415.9804,1,597,C8HF15O2
415.9877,1,766,C11H5F9N2O3S
415.9894,1,120,C8H3F15O2
415.9894,1,780,C8H3F15O2
416.0412,1,144,C16H12F7O3P
416.081,1,186,C13H13F13
416.0971,1,852,C16H15F7N2O3
416.2126,1,799,C18H29F9
417.0171,1,360,C11H5F10N3O3
417.056,1,680,C14H10F7N3O4
417.0587,1,678,C14H10F11NO
417.9033,1,925,C6Cl2F12O3
417.91,1,348,C6ClF13O2S
417.9476,1,746,C8H8F9IO
418.0238,1,146,C11H7F13O2
418.0238,1,158,C11H7F13O2
418.0238,1,672,C11H7F13O2
418.0285,1,392,C13H11F9O3S
418.0966,1,955,C13H15F13
419.0238,1,262,C12H10F9NO3S
419.0379,1,783,C13H8F11NO2
