mz,rt,intensity,Formula
820.9504,1,613,C15F33N
822.032,1,448,C21H12F26O4
823.8927,1,947,C15H4F27I
823.9678,1,148,C16H8F27O5P
824.843,1,161,C21H6Cl4F15NO6S
825.0088,1,737,C19H12F25NO4S
825.8967,1,926,C16H7Cl3F26Si
825.9764,1,533,C18H10F24O7S
825.9845,1,812,C18H5F31O
826.0638,1,436,C20H20F26OSi2
826.1903,1,496,C28H40F17I
827.931,1,379,C15HF29O6
827.9638,1,311,C17H3F31O2
827.9826,1,583,C20H5F29O2
828.0978,1,193,C24H20F24O4
828.1066,1,330,C21H19F27N2O
828.2458,1,499,C30H37F21O2
829.9182,1,692,C16H8F26OSn
829.9267,1,718,C15F30O5
829.9595,1,900,C17H2F32O
830.2027,1,404,C27H31F25
832.0139,1,274,C20H9F29O2
836.0042,1,544,C18H12F27O4P
837.9457,1,300,C16F34
838.0382,1,536,C20H12F26N2O4
838.1525,1,297,C25H25F27
839.0244,1,822,C20H14F25NO4S
839.1358,1,294,C27H28F15N3O8S
839.9291,1,445,C12F26Hg
840.2963,1,495,C37H47ClF10N2O6
841.9467,1,748,C16H3F29O6
842.09,1,623,C24H28F21I
842.2027,1,551,C28H31F25
843.9541,1,173,C16H6F29O4P
844.2183,1,545,C28H33F25
845.8582,1,843,C14F29I
846.0934,1,409,C21H19F27NO3
849.9919,1,702,C22H4F26N4O2
850.1309,1,646,C23H23F25N2O3
850.8873,1,943,C15H28Cl4Cr2F11NO9S
853.1514,1,671,C28H30F15N3O8S
857.0947,1,266,C25H26F19NO6SSi
857.9216,1,156,C16F30O6
857.9898,1,840,C20H16F25I
858.234,1,824,C29H35F25
859.97,1,829,C18H4F32O2
861.8504,1,165,C13HF27O6S3
861.9608,1,785,C18H13F27Sn
863.945,1,164,C17HF33O2
863.9614,1,826,C18H2F34
863.9813,1,994,C18H5F33O
864.2829,1,509,C31H45F17N2O4S
864.2829,1,384,C31H45F17N2O4S
865.977,1,247,C18H4F34
866.0107,1,290,C19H8F30N2O2
867.0203,1,276,C21H12ClF26N3O2
867.9951,1,694,C20H7F31O2
870.1213,1,571,C26H32F21I
872.2496,1,256,C30H37F25
873.8895,1,547,C16H4F29I
873.9646,1,925,C17H8F29O5P
874.8398,1,322,C22H6Cl4F17NO6S
875.9813,1,378,C19H5F33O
876.2312,1,941,C27H41F17N2O8S
879.9787,1,508,C20H6F30O4
881.9214,1,686,C16H2F32O3S
882.0108,1,921,C21H9F31O2
884.9565,1,159,C18F33N3
885.9165,1,621,C17F30O7
886.0669,1,486,C21H24F26O2Si3
886.2653,1,162,C31H39F25
889.0895,1,997,C29H17F26NO
889.1326,1,362,C28H28F17N3O8S
889.9889,1,394,C20H12F26O7S
891.022,1,894,C19H24F17N2O12S3
891.88,1,596,C16H3F30I
893.9509,1,450,C17H6F31O4P
894.0083,1,981,C20H8F34
895.855,1,420,C15F31I
895.855,1,564,C15F31I
898.0057,1,144,C21H9F31O3
898.0422,1,992,C30H12F26O2
898.1526,1,491,C28H36F21I
899.9625,1,626,C18H3F35O
900.1278,1,964,C24H23F27N2O3
900.2809,1,682,C32H41F25
900.8841,1,815,C16H28Cl4Cr2F13NO9S
901.9171,1,711,C16HF34O2P
901.9254,1,418,C16F34O4
901.9254,1,522,C16F34O4
901.9254,1,606,C16F34O4
901.9921,1,238,C21H17F27Sn
903.1482,1,660,C29H30F17N3O8S
903.9969,1,172,C18H19F22N2O8PS2
904.269,1,299,C30H45F17O11
906.042,1,984,C22H12F30N2O2
910.0733,1,436,C22H16F30N2O2
913.9418,1,838,C18HF35O2
917.9919,1,340,C21H7F33O2
918.9535,1,532,C16F30N9P
920.0279,1,780,C21H23ClF26O2Si3
922.0396,1,661,C22H12F34
923.9614,1,528,C18H8F31O5P
925.0024,1,804,C21H12F29NO4S
925.9782,1,206,C20H5F35O
925.9804,1,869,C20H8F34S
926.0653,1,641,C32H17F26P
926.1839,1,555,C30H40F21I
927.9574,1,138,C19H3F35O2
931.2479,1,623,C31H45F17O10P
932.0076,1,885,C22H9F33O2
937.9393,1,888,C18F38
937.9921,1,764,C24H17F27Sn
939.018,1,455,C22H14F29NO4S
939.8713,1,101,C18H12BrF27Sn
942.0234,1,100,C24H21F27Sn
943.9477,1,814,C18H6F33O4P
944.2119,1,792,C30H33F29
945.8518,1,806,C16F33I
949.9265,1,280,C17HF35O5
949.953,1,393,C20HF35N2O
950.0502,1,851,C31H17ClF26O2
950.0709,1,737,C24H16F34
950.881,1,668,C17H28Cl4Cr2F15NO9S
951.941,1,324,C20H2F34O4
951.9886,1,415,C20H6F34N2O2
953.9791,1,477,C22H8F30O7
954.0966,1,644,C34H21F26P
954.2658,1,504,C31H45F19O11
956.0544,1,212,C26H22F26O4S2
957.9525,1,875,C20H8F34S2
957.9797,1,269,C20H9F34O2P
959.83,1,639,C17H8F26I2
961.1497,1,802,C26H32F17N5O12S
963.9386,1,931,C19HF37O2
963.975,1,574,C20H5F37O
965.9094,1,655,C28H8F26S4
965.9567,1,945,C21H4F34O4
967.9887,1,743,C22H7F35O2
969.6069,1,851,C11H7Cl6Cr3F17NO6S
970.9408,1,399,C18F39N
973.8457,1,489,C18H10F26I2
973.8831,1,110,C18H4F33I
973.9582,1,637,C19H8F33O5P
977.8402,1,315,C16BrF33O5
979.9371,1,881,C18H3F35O6
980.8804,1,259,C16HF34NO4S2
981.974,1,311,C23H8F30O8
982.0044,1,531,C23H9F35O2
984.2058,1,685,C37H41F13O14Si
989.9696,1,832,C20H9F34O4P
991.8737,1,538,C18H3F34I
993.9163,1,286,C18HF35O7
993.9445,1,617,C19H6F35O4P
995.912,1,912,C18F36O6
997.918,1,709,C22H5ClF30N2O4S
999.3149,1,954,C38H50F17N3O6S
999.3149,1,582,C38H50F17N3O6S
1001.877,1,820,C20H14F26I2
1003.9423,1,519,C18F40N2
1003.9905,1,568,C20H19F26N2O8PS2
1004.2627,1,472,C32H45F21O11
1007.932,1,264,C19H3F35O7
1008.0512,1,385,C24H14F34N2O2
1009.9241,1,610,C20F38O3
1010.0193,1,127,C24H12F34O4
1013.9354,1,215,C20HF39O2
1017.9855,1,749,C23H7F37O2
1023.955,1,612,C20H8F35O5P
1024.996,1,105,C23H12F33NO4S
1025.9636,1,392,C22H10F32O7S
1026.051,1,761,C24H20F34OSi2
1028.9091,1,983,C20H32Cl4Cr2F17NO9S
1032.0012,1,710,C24H9F37O2
1037.9329,1,418,C20F42
1039.0117,1,659,C24H14F33NO4S
1045.8454,1,918,C18F37I
1048.6589,1,178,C53H91F11O7
1049.9907,1,400,C22H13F34O6P
1065.8385,1,438,C24H4Cl4F30O4
1073.4033,1,773,C46H60F17N3O4S
1073.8393,1,439,C20H10F30I2
1073.8767,1,454,C20H4F37I
1086.1081,1,160,C28H24F34O5
1089.0767,1,140,C33H17F34NO
1089.9632,1,748,C22H9F38O4P
1092.1451,1,525,C30H26F34N2O2
1103.9841,1,191,C22H19F30N2O8PS2
1104.2563,1,663,C34H45F25O11
1104.3895,1,801,C39H71F19O4Si5
1115.9118,1,788,C20HF41O6
1117.9791,1,831,C25H7F41O2
1122.0268,1,502,C26H12F42
1135.985,1,452,C24H12F39O4P
1137.9265,1,167,C22F46
1145.839,1,900,C20F41I
1145.9224,1,132,C21H3F41O7
1147.1015,1,614,C33H27F30N3O3S2
1149.9843,1,806,C24H13F38O6P
1150.0581,1,650,C28H16F42
1154.0838,1,848,C38H21F34P
1154.2531,1,588,C35H45F27O11
1159.8173,1,604,C21H8F34I2
1161.1163,1,477,C36H25F34NOSi
1161.8973,1,166,C21F42O7
1161.9416,1,797,C24H13F39Sn
1173.8329,1,556,C22H10F34I2
1174.2595,1,502,C43H45F23O11
1178.0894,1,393,C30H20F42
1184.9374,1,469,C24F45N3
1186.1017,1,744,C30H24F38O5
1187.933,1,968,C23H5F41O8
1189.9568,1,124,C24H9F42O4P
1190.3251,1,913,C50H52F17N4O8P
1193.0265,1,776,C26H18F38NO6P
1201.8642,1,933,C24H14F34I2
1201.9729,1,321,C27H17F39Sn
1202.943,1,230,C24H12F39N3Sn
1203.1632,1,307,C39H31F34NOSi
1203.9778,1,265,C24H19F34N2O8PS2
1206.1207,1,664,C32H24F42
1216.0054,1,269,C36H12F39P
1233.896,1,342,C22F46O6
1237.9202,1,293,C24F50
1237.9729,1,787,C30H17F39Sn
1239.8522,1,547,C24H12BrF39Sn
1245.8326,1,602,C22F45I
1255.3629,1,491,C53H55F17N7O7P
1258.0523,1,841,C39H18F39P
1263.9901,1,100,C36H12F39O3P
1266.2798,1,996,C50H55F13O21Si
1270.2234,1,278,C44H36F34N2O2
1278.3205,1,617,C45H75F13O12Si8
1279.3517,1,375,C56H55F17N5O8P
1281.8972,1,728,C23HF47O7
1284.0751,1,167,C33H26F34N4O6S2
1285.3735,1,568,C54H57F17N7O8P
1286.0953,1,717,C32H24F42O5
1289.9504,1,293,C26H9F46O4P
1300.0993,1,737,C42H24F39P
1301.8916,1,937,C24HF50O2P
1316.0649,1,352,C33H26F34N4O8S2
1317.8752,1,946,C28H18F34I2O4
1322.0141,1,803,C30H12F50
1327.8827,1,328,C24F48O8
1328.9268,1,283,C24H12F42N3O6P3
1345.8262,1,858,C24F49I
1347.0887,1,956,C37H27F38N3O3S2
1350.0454,1,298,C32H16F50
1373.8201,1,194,C26H10F42I2
1378.0767,1,698,C34H20F50
1386.0889,1,591,C34H24F46O5
1387.8358,1,520,C27H12F42I2
1389.944,1,468,C28H9F50O4P
1401.8514,1,671,C28H14F42I2
1406.108,1,456,C36H24F50
1435.9659,1,804,C30H12F51O4P
1445.8198,1,946,C26F53I
1447.8825,1,977,C26HF53O8
1447.9988,1,131,C41H13F48P
1457.914,1,572,C32H22F42I2
1484.9182,1,626,C30F57N3
1486.0825,1,912,C36H24F50O5
1489.9376,1,216,C30H9F54O4P
1493.868,1,726,C27F54O9
1515.9862,1,965,C42H12F51P
1515.9862,1,837,C42H12F51P
1518.2332,1,148,C44H40F50
1520.9642,1,504,C30H18F48N3O6P3
1546.2645,1,890,C46H44F50
1547.0759,1,704,C41H27F46N3O3S2
1572.0442,1,591,C42H36Cl2F34N2O14S2
1573.8074,1,644,C30H10F50I2
1586.0761,1,712,C38H24F54O5
1589.9312,1,926,C32H9F58O4P
1600.0801,1,315,C48H24F51P
1600.0801,1,903,C48H24F51P
1601.8387,1,436,C32H14F50I2
1606.9878,1,407,C33H27F45N3O10PS3
1613.8678,1,206,C29HF59O9
1657.9013,1,930,C36H22F50I2
1659.8533,1,734,C30F60O10
1689.9248,1,294,C34H9F62O4P
1735.9467,1,983,C36H12F63O4P
1756.9782,1,768,C36H27F51N3O10PS3
1789.9185,1,342,C36H9F66O4P
1798.0578,1,157,C46H42F50I2
1889.9121,1,859,C38H9F70O4P
1977.0013,1,628,C42H26F64N3O6P3
2035.9276,1,214,C42H12F75O4P
2335.9084,1,245,C48H12F87O4P
2528.8502,1,692,C48H12F90N3O6P3
2609.7799,1,593,C47HF95O15
2720.8876,1,315,C54H18F96N3O6P3
3020.77,1,150,C54H12F102N3O18P3
3213.9444,1,253,C92H26F100N4S4
